team,year,player,contract_years_remaining,contract_thru,position,full_name,salary_year,salary_total,year_counter,obs,mean_salary,mean_remaining
"Orlando Magic","2002-03","Garrity, Pat",6,"2006-07 (t)","F","Pat Garrity",2350000,15000000,2,7,2867742,5.714286
"Orlando Magic","2003-04","Garrity, Pat",6,"2006-07","F","Pat Garrity",2643750,15000000,3,7,2867742,5.714286
"Orlando Magic","2004-05","Garrity, Pat",6,"2006-07","F","Pat Garrity",2937000,15000000,4,7,2867742,5.714286
"Orlando Magic","2005-06","Garrity, Pat",6,"2006-07","F","Pat Garrity",3230000,15000000,5,7,2867742,5.714286
"Orlando Magic","2006-07","Garrity, Pat",6,"2007-08 (p)","F","Pat Garrity",3525000,15000000,6,7,2867742,5.714286
"Orlando Magic","2007-08","Garrity, Pat",6,"2007-08 (p)","PF","Pat Garrity",3818750,15000000,7,7,2867742,5.714286
"Orlando Magic","2001-02","Ewing, Patrick",2,"2002-03","C","Patrick Ewing",2118420,4730000,1,1,2118420,2
"Golden State Warriors","2006-07","O'Bryant , Patrick",4,"2009-10 (t)","C","Patrick O",2061720,9670000,1,3,1691900,4
"Golden State Warriors","2007-08","O'Bryant , Patrick",4,"2009-10 (t)","C","Patrick O",2216400,9670000,2,3,1691900,4
"Toronto Raptors","2008-09","O'Bryant , Patrick",4,"2009-10 (t)","C","Patrick O",797581,9670000,3,3,1691900,4
"Memphis Grizzlies","2001-02","Gasol, Pau",4,"2004-05","F","Pau Gasol",2970840,13900000,1,8,8259375,6.25
"Memphis Grizzlies","2002-03","Gasol, Pau",4,"2003-04 (t)","F","Pau Gasol",3193680,13900000,2,8,8259375,6.25
"Memphis Grizzlies","2003-04","Gasol, Pau",4,"2004-05","F","Pau Gasol",3417000,13900000,3,8,8259375,6.25
"Memphis Grizzlies","2004-05","Gasol, Pau",10,"2010-11","F","Pau Gasol",4318481,99899500,4,8,8259375,6.25
"Memphis Grizzlies","2005-06","Gasol, Pau",10,"2010-11","F","Pau Gasol",10970000,99899500,5,8,8259375,6.25
"Memphis Grizzlies","2006-07","Gasol, Pau",6,"2010-11","C","Pau Gasol",12364000,86000000,6,8,8259375,6.25
"Memphis Grizzlies","2007-08","Gasol, Pau",6,"2010-11","PF","Pau Gasol",13735000,86000000,7,8,8259375,6.25
"Los Angeles Lakers","2008-09","Gasol, Pau",6,"2010-11","F-C","Pau Gasol",15106000,86000000,8,8,8259375,6.25
"Los Angeles Clippers","2006-07","Davis , Paul",2,"2007-08","C","Paul Davis",412718,1100000,1,3,632585,1.666667
"Los Angeles Clippers","2007-08","Davis , Paul",2,"2007-08","C","Paul Davis",687456,1100000,2,3,632585,1.666667
"Los Angeles Clippers","2008-09","Davis , Paul",1,"2008-09","C","Paul Davis",797581,797581,3,3,632585,1.666667
"Utah Jazz","2006-07","Millsap , Paul",3,"2008-09","F","Paul Millsap",625000,2110000,1,3,703345.7,3
"Utah Jazz","2007-08","Millsap , Paul",3,"2008-09","PF","Paul Millsap",687456,2110000,2,3,703345.7,3
"Utah Jazz","2008-09","Millsap , Paul",3,"2008-09","F","Paul Millsap",797581,2110000,3,3,703345.7,3
"Boston Celtics","2001-02","Pierce, Paul",6,"2007-08","G","Paul Pierce",2051271,79300000,1,8,1.24e+07,5.625
"Boston Celtics","2002-03","Pierce, Paul",6,"2006-07 (p)","G","Paul Pierce",10067750,79300000,2,8,1.24e+07,5.625
"Boston Celtics","2003-04","Pierce, Paul",6,"2006-07 (p)","G","Paul Pierce",11326219,79300000,3,8,1.24e+07,5.625
"Boston Celtics","2004-05","Pierce, Paul",6,"2006-07 (p)","G","Paul Pierce",12584700,79300000,4,8,1.24e+07,5.625
"Boston Celtics","2005-06","Pierce, Paul",6,"2007-08 (p)","F-G","Paul Pierce",13843157,79300000,5,8,1.24e+07,5.625
"Boston Celtics","2006-07","Pierce, Paul",5,"2010-11","G-F","Paul Pierce",15101626,90800000,6,8,1.24e+07,5.625
"Boston Celtics","2007-08","Pierce, Paul",5,"2010-11","SF","Paul Pierce",16360090,59000000,7,8,1.24e+07,5.625
"Boston Celtics","2008-09","Pierce, Paul",5,"2010-11","F","Paul Pierce",18077903,59000000,8,8,1.24e+07,5.625
"Dallas Mavericks","2004-05","Podkolzin, Pavel",4,"2007-08 (t)","C","Pavel Podkolzin",1061880,5370000,1,2,1101440,4
"Dallas Mavericks","2005-06","Podkolzin, Pavel",4,"2007-08 (t)","C","Pavel Podkolzin",1141000,5370000,2,2,1101440,4
"Sacramento Kings","2001-02","Stojakovic, Peja",6,"2006-07","F","Peja Stojakovic",5000000,45000000,1,8,8292750,5.625
"Sacramento Kings","2002-03","Stojakovic, Peja",6,"2005-06 (p)","F","Peja Stojakovic",5625000,45000000,2,8,8292750,5.625
"Sacramento Kings","2003-04","Stojakovic, Peja",6,"2006-07","F","Peja Stojakovic",6250000,45000000,3,8,8292750,5.625
"Sacramento Kings","2004-05","Stojakovic, Peja",6,"2006-07","F","Peja Stojakovic",6875000,45000000,4,8,8292750,5.625
"Indiana Pacers","2005-06","Stojakovic, Peja",6,"2006-07 (p)","F-G","Peja Stojakovic",7600000,45000000,5,8,8292750,5.625
"New Orleans Hornets","2006-07","Stojakovic, Peja",5,"2010-11","G-F","Peja Stojakovic",10800000,64000000,6,8,8292750,5.625
"New Orleans Hornets","2007-08","Stojakovic, Peja",5,"2010-11","SF","Peja Stojakovic",11664000,64000000,7,8,8292750,5.625
"New Orleans Hornets","2008-09","Stojakovic, Peja",5,"2010-11","F","Peja Stojakovic",12528000,64000000,8,8,8292750,5.625
"Detroit Pistons","2002-03","Sanchez, Pepe",2,"2003-04","G","Pepe Sanchez",587435,1250000,1,2,625557,2
"Golden State Warriors","2003-04","Sanchez, Pepe",2,"2003-04","G","Pepe Sanchez",663679,1250000,2,2,625557,2
"Washington Wizards","2001-02","Jones, Popeye",1,"2001-02","F","Popeye Jones",1300000,1300000,1,3,1133333,1
"Dallas Mavericks","2002-03","Jones, Popeye",1,"2002-03","F","Popeye Jones",1030000,1030000,2,3,1133333,1
"Golden State Warriors","2003-04","Jones, Popeye",1,"2003-04","F","Popeye Jones",1070000,1070000,3,3,1133333,1
"Dallas Mavericks","2006-07","Mensah-Bonsu , Pops",2,"2007-08 (t)","F","Pops Mensah",412718,1100000,1,1,412718,2
"Seattle SuperSonics","2001-02","Drobnjak, Predrag",3,"2003-04","C","Predrag Drobnjak",478558,1640000,1,4,1513743,3.5
"Seattle SuperSonics","2002-03","Drobnjak, Predrag",3,"2002-03 (t)","C","Predrag Drobnjak",526413,1640000,2,4,1513743,3.5
"Los Angeles Clippers","2003-04","Drobnjak, Predrag",4,"2006-07","C","Predrag Drobnjak",2500000,12000000,3,4,1513743,3.5
"Atlanta Hawks","2004-05","Drobnjak, Predrag",4,"2006-07","C","Predrag Drobnjak",2550000,10480000,4,4,1513743,3.5
"Denver Nuggets","2002-03","Savovic, Predrag",2,"2003-04","G","Predrag Savovic",349458,916137,1,1,349458,2
"Indiana Pacers","2001-02","Brezec, Primoz",4,"2004-05","F","Primoz Brezec",749160,3790000,1,7,1745772,3.428571
"Indiana Pacers","2002-03","Brezec, Primoz",4,"2003-04 (t)","F","Primoz Brezec",805320,3790000,2,7,1745772,3.428571
"Indiana Pacers","2003-04","Brezec, Primoz",4,"2004-05","F","Primoz Brezec",861600,3790000,3,7,1745772,3.428571
"Charlotte Bobcats","2004-05","Brezec, Primoz",3,"2006-07 (p)","C","Primoz Brezec",1554326,8250000,4,7,1745772,3.428571
"Charlotte Bobcats","2005-06","Brezec, Primoz",3,"2006-07 (p)","C","Primoz Brezec",2750000,8250000,5,7,1745772,3.428571
"Charlotte Bobcats","2006-07","Brezec, Primoz",3,"2007-08 (p)","C","Primoz Brezec",2750000,8250000,6,7,1745772,3.428571
"Charlotte Bobcats","2007-08","Brezec, Primoz",3,"2007-08 (p)","C","Primoz Brezec",2750000,8250000,7,7,1745772,3.428571
"Los Angeles Clippers","2001-02","Richardson, Quentin",4,"2003-04","G","Quentin Richardson",1097520,5100000,1,8,5061075,5.25
"Los Angeles Clippers","2002-03","Richardson, Quentin",4,"2003-04 (t)","G","Quentin Richardson",1174080,5100000,2,8,5061075,5.25
"Los Angeles Clippers","2003-04","Richardson, Quentin",4,"2003-04","G","Quentin Richardson",1806000,5100000,3,8,5061075,5.25
"Phoenix Suns","2004-05","Richardson, Quentin",6,"2008-09 (p)","F-G","Quentin Richardson",5800000,43500000,4,8,5061075,5.25
"New York Knicks","2005-06","Richardson, Quentin",6,"2009-10 (p)","G-F","Quentin Richardson",6860000,43500000,5,8,5061075,5.25
"New York Knicks","2006-07","Richardson, Quentin",6,"2009-10 (p)","F-G","Quentin Richardson",7525500,43500000,6,8,5061075,5.25
"New York Knicks","2007-08","Richardson, Quentin",6,"2009-10 (p)","G","Quentin Richardson",7540000,43500000,7,8,5061075,5.25
"New York Knicks","2008-09","Richardson, Quentin",6,"2009-10 (p)","F-G","Quentin Richardson",8685500,43500000,8,8,5061075,5.25
"Sacramento Kings","2006-07","Douby , Quincy",4,"2009-10 (t)","G","Quincy Douby",1240000,6120000,1,3,1333653,4
"Sacramento Kings","2007-08","Douby , Quincy",4,"2009-10 (t)","G","Quincy Douby",1333920,6120000,2,3,1333653,4
"Sacramento Kings","2008-09","Douby , Quincy",4,"2009-10 (t)","G","Quincy Douby",1427040,6120000,3,3,1333653,4
"Utah Jazz","2001-02","Lewis, Quincy",4,"2002-03","G-F","Quincy Lewis",1070280,4650000,1,2,866979.5,2.5
"Minnesota Timberwolves","2003-04","Lewis, Quincy",1,"2003-04","G-F","Quincy Lewis",663679,663679,2,2,866979.5,2.5
"Los Angeles Clippers","2004-05","Ross, Quinton",4,"2007-08 (4)","G","Quinton Ross",620046,2800000,1,5,746875.4,4
"Los Angeles Clippers","2005-06","Ross, Quinton",4,"2007-08 (t)","F","Quinton Ross",719373,2800000,2,5,746875.4,4
"Los Angeles Clippers","2006-07","Ross, Quinton",4,"2007-08 (t)","F","Quinton Ross",771331,2800000,3,5,746875.4,4
"Los Angeles Clippers","2007-08","Ross, Quinton",4,"2007-08 (t)","G","Quinton Ross",826046,2800000,4,5,746875.4,4
"Memphis Grizzlies","2008-09","Ross, Quinton",4,"2007-08 (t)","F-G","Quinton Ross",797581,2800000,5,5,746875.4,4
"Portland Trail Blazers","2002-03","Woods, Qyntel",4,"2004-05 (t)","F","Qyntel Woods",980280,4960000,1,4,976632,3.25
"Portland Trail Blazers","2003-04","Woods, Qyntel",4,"2005-06 (t)","F","Qyntel Woods",1053720,4960000,2,4,976632,3.25
"Miami Heat","2004-05","Woods, Qyntel",4,"2005-06 (t)","F","Qyntel Woods",1127280,4960000,3,4,976632,3.25
"New York Knicks","2005-06","Woods, Qyntel",1,"2005-06","F-G","Qyntel Woods",745248,745248,4,4,976632,3.25
"Minnesota Timberwolves","2001-02","Nesterovic, Radoslav",4,"2001-02","C","Radoslav Nesterovic",1725788,4880000,1,3,3255263,3.666667
"Minnesota Timberwolves","2002-03","Nesterovic, Radoslav",1,"2002-03","C","Radoslav Nesterovic",2440000,2440000,2,3,3255263,3.666667
"San Antonio Spurs","2003-04","Nesterovic, Radoslav",6,"2008-09","C","Radoslav Nesterovic",5600000,42000000,3,3,3255263,3.666667
"Denver Nuggets","2001-02","LaFrentz, Raef",4,"2001-02","C-F","Raef LaFrentz",3755142,12090000,1,8,9372857,6.625
"Dallas Mavericks","2002-03","LaFrentz, Raef",7,"2006-07 (p)","C-F","Raef LaFrentz",7270000,69970000,2,8,9372857,6.625
"Boston Celtics","2003-04","LaFrentz, Raef",7,"2008-09","C-F","Raef LaFrentz",8178750,69970000,3,8,9372857,6.625
"Boston Celtics","2004-05","LaFrentz, Raef",7,"2008-09","F","Raef LaFrentz",9714500,69970000,4,8,9372857,6.625
"Boston Celtics","2005-06","LaFrentz, Raef",7,"2008-09","F","Raef LaFrentz",9996179,69970000,5,8,9372857,6.625
"Portland Trail Blazers","2006-07","LaFrentz, Raef",7,"2008-09","F","Raef LaFrentz",11532037,69974000,6,8,9372857,6.625
"Portland Trail Blazers","2007-08","LaFrentz, Raef",7,"2008-09","PF/C","Raef LaFrentz",11813750,69974000,7,8,9372857,6.625
"Portland Trail Blazers","2008-09","LaFrentz, Raef",7,"2008-09","C-F","Raef LaFrentz",12722500,69974000,8,8,9372857,6.625
"Toronto Raptors","2004-05","Araujo, Rafael",4,"2007-08 (t)","C","Rafael Araujo",2082720,9764000,1,3,2239307,4
"Toronto Raptors","2005-06","Araujo, Rafael",4,"2007-08 (t)","C","Rafael Araujo",2240000,9764000,2,3,2239307,4
"Utah Jazz","2006-07","Araujo, Rafael",4,"2007-08 (t)","C","Rafael Araujo",2395200,9764000,3,3,2239307,4
"Milwaukee Bucks","2001-02","Alston, Rafer",1,"2001-02","G","Rafer Alston",625000,625000,1,8,2865764,4.125
"Toronto Raptors","2002-03","Alston, Rafer",1,"2002-03","G","Rafer Alston",612435,612435,2,8,2865764,4.125
"Miami Heat","2003-04","Alston, Rafer",1,"2003-04","G","Rafer Alston",688679,688679,3,8,2865764,4.125
"Toronto Raptors","2004-05","Alston, Rafer",6,"2009-10","G","Rafer Alston",3500000,26250000,4,8,2865764,4.125
"Houston Rockets","2005-06","Alston, Rafer",6,"2009-10","G","Rafer Alston",3850000,26250000,5,8,2865764,4.125
"Houston Rockets","2006-07","Alston, Rafer",6,"2009-10","G","Rafer Alston",4200000,26250000,6,8,2865764,4.125
"Houston Rockets","2007-08","Alston, Rafer",6,"2009-10","PG","Rafer Alston",4550000,26250000,7,8,2865764,4.125
"Houston Rockets","2008-09","Alston, Rafer",6,"2009-10","G","Rafer Alston",4900000,26250000,8,8,2865764,4.125
"Philadelphia 76ers","2001-02","Bell, Raja",2,"2001-02","G","Raja Bell",465850,782819,1,8,2706036,3.375
"Dallas Mavericks","2002-03","Bell, Raja",1,"2002-03","G","Raja Bell",612435,612435,2,8,2706036,3.375
"Utah Jazz","2003-04","Bell, Raja",2,"2004-05","G","Raja Bell",750000,1580000,3,8,2706036,3.375
"Utah Jazz","2004-05","Bell, Raja",2,"2004-05","G","Raja Bell",1320000,2000000,4,8,2706036,3.375
"Phoenix Suns","2005-06","Bell, Raja",5,"2009-10","G","Raja Bell",4250000,24000000,5,8,2706036,3.375
"Phoenix Suns","2006-07","Bell, Raja",5,"2009-10","G","Raja Bell",4500000,24000000,6,8,2706036,3.375
"Phoenix Suns","2007-08","Bell, Raja",5,"2009-10","G","Raja Bell",4750000,24000000,7,8,2706036,3.375
"Charlotte Bobcats","2008-09","Bell, Raja",5,"2009-10","G","Raja Bell",5000000,24000000,8,8,2706036,3.375
"Boston Celtics","2006-07","Rondo , Rajon",4,"2009-10 (t)","G","Rajon Rondo",1143600,5783000,1,3,1229320,4
"Boston Celtics","2007-08","Rondo , Rajon",4,"2009-10 (t)","PG","Rajon Rondo",1229280,5783000,2,3,1229320,4
"Boston Celtics","2008-09","Rondo , Rajon",4,"2009-10 (t)","G","Rajon Rondo",1315080,5783000,3,3,1229320,4
"Milwaukee Bucks","2007-08","Sessions, Ramon",3,"2009-10","PG","Ramon Sessions",427163,1138680,1,2,569340,3
"Milwaukee Bucks","2008-09","Sessions, Ramon",3,"2009-10","G","Ramon Sessions",711517,1138680,2,2,569340,3
"New York Knicks","2006-07","Morris , Randolph",2,"2007-08","C","Randolph Morris",782600,1600000,1,3,796727,1.666667
"New York Knicks","2007-08","Morris , Randolph",2,"2007-08","C","Randolph Morris",810000,1600000,2,3,796727,1.666667
"Atlanta Hawks","2008-09","Morris , Randolph",1,"2008-09","C","Randolph Morris",797581,797581,3,3,796727,1.666667
"Boston Celtics","2001-02","Brown, Randy",3,"2002-03","G","Randy Brown",2475000,7430000,1,2,2587500,3
"Phoenix Suns","2002-03","Brown, Randy",3,"2002-03","G","Randy Brown",2700000,7430000,2,2,2587500,3
"Minnesota Timberwolves","2006-07","Foye , Randy",4,"2009-10 (t)","G","Randy Foye",2448240,11471000,1,3,2631880,4
"Minnesota Timberwolves","2007-08","Foye , Randy",4,"2009-10 (t)","PG","Randy Foye",2631840,11471000,2,3,2631880,4
"Minnesota Timberwolves","2008-09","Foye , Randy",4,"2009-10 (t)","G","Randy Foye",2815560,11471000,3,3,2631880,4
"Chicago Bulls","2005-06","Livingston, Randy",1,"2005-06","G","Randy Livingston",1035000,1035000,1,1,1035000,1
"Minnesota Timberwolves","2005-06","McCants, Rashad",4,"2008-09 (t)","G","Rashad McCants",1538400,7581406,1,4,1895352,4
"Minnesota Timberwolves","2006-07","McCants, Rashad",4,"2008-09 (t)","G","Rashad McCants",1653720,7581406,2,4,1895352,4
"Minnesota Timberwolves","2007-08","McCants, Rashad",4,"2008-09 (t)","G","Rashad McCants",1769160,7581406,3,4,1895352,4
"Minnesota Timberwolves","2008-09","McCants, Rashad",4,"2008-09 (t)","G","Rashad McCants",2620126,7581406,4,4,1895352,4
"Seattle SuperSonics","2001-02","Lewis, Rashard",3,"2002-03","F","Rashard Lewis",4413375,13240000,1,8,9338021,6.25
"Seattle SuperSonics","2002-03","Lewis, Rashard",7,"2006-07 (p)","F","Rashard Lewis",6233766,65000000,2,8,9338021,6.25
"Seattle SuperSonics","2003-04","Lewis, Rashard",7,"2006-07 (p)","F","Rashard Lewis",7012000,65000000,3,8,9338021,6.25
"Seattle SuperSonics","2004-05","Lewis, Rashard",7,"2006-07 (p)","F","Rashard Lewis",7792208,65000000,4,8,9338021,6.25
"Seattle SuperSonics","2005-06","Lewis, Rashard",7,"2007-08 (p)","F","Rashard Lewis",8570000,65000000,5,8,9338021,6.25
"Seattle SuperSonics","2006-07","Lewis, Rashard",7,"2006-07","F","Rashard Lewis",9350000,65000000,6,8,9338021,6.25
"Orlando Magic","2007-08","Lewis, Rashard",6,"2012-13","SF","Rashard Lewis",14884951,1.182e+08,7,8,9338021,6.25
"Orlando Magic","2008-09","Lewis, Rashard",6,"2012-13","F","Rashard Lewis",16447871,1.182e+08,8,8,9338021,6.25
"Portland Trail Blazers","2001-02","Wallace, Rasheed",6,"2003-04","F-C","Rasheed Wallace",14400000,80000000,1,8,1.31e+07,6
"Portland Trail Blazers","2002-03","Wallace, Rasheed",6,"2003-04","F-C","Rasheed Wallace",14926166,80000000,2,8,1.31e+07,6
"Portland Trail Blazers","2003-04","Wallace, Rasheed",6,"2003-04","F-C","Rasheed Wallace",16990000,80000000,3,8,1.31e+07,6
"Detroit Pistons","2004-05","Wallace, Rasheed",6,"2008-09","F-C","Rasheed Wallace",9720000,60000000,4,8,1.31e+07,6
"Detroit Pistons","2005-06","Wallace, Rasheed",6,"2008-09","F","Rasheed Wallace",10260000,60000000,5,8,1.31e+07,6
"Detroit Pistons","2006-07","Wallace, Rasheed",6,"2008-09","F-C","Rasheed Wallace",11650000,60000000,6,8,1.31e+07,6
"Detroit Pistons","2007-08","Wallace, Rasheed",6,"2008-09","PF","Rasheed Wallace",13140000,60000000,7,8,1.31e+07,6
"Detroit Pistons","2008-09","Wallace, Rasheed",6,"2008-09","C-F","Rasheed Wallace",13680000,60000000,8,8,1.31e+07,6
"San Antonio Spurs","2004-05","Nesterovic, Rasho",6,"2007-08 (p)","C","Rasho Nesterovic",6160000,42000000,1,5,7280000,6
"San Antonio Spurs","2005-06","Nesterovic, Rasho",6,"2007-08 (p)","C","Rasho Nesterovic",6720000,42000000,2,5,7280000,6
"Toronto Raptors","2006-07","Nesterovic, Rasho",6,"2007-08","C","Rasho Nesterovic",7280000,42000000,3,5,7280000,6
"Toronto Raptors","2007-08","Nesterovic, Rasho",6,"2007-08","C","Rasho Nesterovic",7840000,42000000,4,5,7280000,6
"Indiana Pacers","2008-09","Nesterovic, Rasho",6,"2007-08","C","Rasho Nesterovic",8400000,42000000,5,5,7280000,6
"Miami Heat","2002-03","Butler, Rasual",2,"2002-03 (t)","F","Rasual Butler",349458,716389,1,7,1908304,2.857143
"Miami Heat","2003-04","Butler, Rasual",2,"2003-04","F","Rasual Butler",563670,913137,2,7,1908304,2.857143
"Miami Heat","2004-05","Butler, Rasual",2,"2005-06","F","Rasual Butler",1200000,2500000,3,7,1908304,2.857143
"New Orleans Hornets","2005-06","Butler, Rasual",2,"2005-06","F","Rasual Butler",1300000,2500000,4,7,1908304,2.857143
"New Orleans Hornets","2006-07","Butler, Rasual",4,"2009-10","G","Rasual Butler",3000000,14000000,5,7,1908304,2.857143
"New Orleans Hornets","2007-08","Butler, Rasual",4,"2009-10","SG/SF","Rasual Butler",3315000,14000000,6,7,1908304,2.857143
"New Orleans Hornets","2008-09","Butler, Rasual",4,"2009-10","G-F","Rasual Butler",3630000,14000000,7,7,1908304,2.857143
"Detroit Pistons","2001-02","Varda, Ratko",2,"2002-03","C","Ratko Varda",332817,845252,1,1,332817,2
"Utah Jazz","2002-03","Lopez, Raul",4,"2004-05 (t)","G","Raul Lopez",578160,4540000,1,3,784126.7,4
"Utah Jazz","2003-04","Lopez, Raul",4,"2005-06 (t)","G","Raul Lopez",776900,4540000,2,3,784126.7,4
"Utah Jazz","2004-05","Lopez, Raul",4,"2005-06","G","Raul Lopez",997320,4540000,3,3,784126.7,4
"Dallas Mavericks","2005-06","Marshall, Rawle",2,"2006-07 (t)","G-F","Rawle Marshall",398762,1062971,1,2,531485.5,2
"Indiana Pacers","2006-07","Marshall, Rawle",2,"2006-07","G-F","Rawle Marshall",664209,1063000,2,2,531485.5,2
"Milwaukee Bucks","2001-02","Allen, Ray",6,"2004-05","G","Ray Allen",11250000,70900000,1,8,1.42e+07,5.5
"Seattle SuperSonics","2002-03","Allen, Ray",6,"2004-05","G","Ray Allen",12375000,70900000,2,8,1.42e+07,5.5
"Seattle SuperSonics","2003-04","Allen, Ray",6,"2004-05","G","Ray Allen",13500000,70900000,3,8,1.42e+07,5.5
"Seattle SuperSonics","2004-05","Allen, Ray",6,"2004-05","G","Ray Allen",14625000,70900000,4,8,1.42e+07,5.5
"Seattle SuperSonics","2005-06","Allen, Ray",5,"2009-10","G","Ray Allen",13220000,80000000,5,8,1.42e+07,5.5
"Seattle SuperSonics","2006-07","Allen, Ray",5,"2009-10","G","Ray Allen",14611570,80000000,6,8,1.42e+07,5.5
"Boston Celtics","2007-08","Allen, Ray",5,"2009-10","G","Ray Allen",16000000,80000000,7,8,1.42e+07,5.5
"Boston Celtics","2008-09","Allen, Ray",5,"2009-10","G","Ray Allen",18388430,80000000,8,8,1.42e+07,5.5
"Charlotte Bobcats","2005-06","Felton, Raymond",4,"2008-09 (t)","G","Raymond Felton",2850000,13330000,1,4,3333499,4
"Charlotte Bobcats","2006-07","Felton, Raymond",4,"2008-09 (t)","G","Raymond Felton",3060840,13330000,2,4,3333499,4
"Charlotte Bobcats","2007-08","Felton, Raymond",4,"2008-09 (t)","PG","Raymond Felton",3274440,13330000,3,4,3333499,4
"Charlotte Bobcats","2008-09","Felton, Raymond",4,"2008-09 (t)","G","Raymond Felton",4148715,13330000,4,4,3333499,4
"Orlando Magic","2003-04","Gaines, Reece",4,"2006-07 (t)","G","Reece Gaines",1127600,6750000,1,3,1380747,4
"Milwaukee Bucks","2004-05","Gaines, Reece",4,"2006-07 (t)","G","Reece Gaines",1454640,6750000,2,3,1380747,4
"Milwaukee Bucks","2005-06","Gaines, Reece",4,"2005-06","G","Reece Gaines",1560000,6749513,3,3,1380747,4
"Seattle SuperSonics","2002-03","Evans, Reggie",1,"2002-03","F","Reggie Evans",349458,349458,1,7,2250448,3
"Seattle SuperSonics","2003-04","Evans, Reggie",2,"2004-05","F","Reggie Evans",563679,1260000,2,7,2250448,3
"Seattle SuperSonics","2004-05","Evans, Reggie",2,"2004-05","F","Reggie Evans",880000,1500000,3,7,2250448,3
"Denver Nuggets","2005-06","Evans, Reggie",1,"2005-06","F","Reggie Evans",1000000,1000000,4,7,2250448,3
"Denver Nuggets","2006-07","Evans, Reggie",5,"2010-11","F","Reggie Evans",4000000,23000000,5,7,2250448,3
"Philadelphia 76ers","2007-08","Evans, Reggie",5,"2010-11","PF","Reggie Evans",4320000,23000000,6,7,2250448,3
"Philadelphia 76ers","2008-09","Evans, Reggie",5,"2010-11","F","Reggie Evans",4640000,23000000,7,7,2250448,3
"Indiana Pacers","2001-02","Miller, Reggie",3,"2002-03","G","Reggie Miller",12045075,36000000,1,4,8647887,2.75
"Indiana Pacers","2002-03","Miller, Reggie",3,"2002-03","G","Reggie Miller",12046473,36000000,2,4,8647887,2.75
"Indiana Pacers","2003-04","Miller, Reggie",2,"2004-05","G","Reggie Miller",5000000,10000000,3,4,8647887,2.75
"Indiana Pacers","2004-05","Miller, Reggie",3,"2005-06","G","Reggie Miller",5500000,17500000,4,4,8647887,2.75
"New Jersey Nets","2001-02","Slater, Reggie",1,"2001-02","F","Reggie Slater",590850,590850,1,1,590850,1
"New York Knicks","2006-07","Balkman , Renaldo",4,"2009-10 (t)","F","Renaldo Balkman",1191240,5870000,1,3,1280600,4
"New York Knicks","2007-08","Balkman , Renaldo",4,"2009-10 (t)","PF","Renaldo Balkman",1280640,5870000,2,3,1280600,4
"Denver Nuggets","2008-09","Balkman , Renaldo",4,"2009-10 (t)","F","Renaldo Balkman",1369920,5870000,3,3,1280600,4
"Washington Wizards","2001-02","Hamilton, Richard",4,"2002-03","G-F","Richard Hamilton",2111640,8600000,1,8,7123241,5.75
"Detroit Pistons","2002-03","Hamilton, Richard",4,"2002-03 (t)","G-F","Richard Hamilton",2681783,8600000,2,8,7123241,5.75
"Detroit Pistons","2003-04","Hamilton, Richard",7,"2009-10","G-F","Richard Hamilton",6500000,62000000,3,8,7123241,5.75
"Detroit Pistons","2004-05","Hamilton, Richard",7,"2009-10","G-F","Richard Hamilton",7812500,62000000,4,8,7123241,5.75
"Detroit Pistons","2005-06","Hamilton, Richard",7,"2009-10","G","Richard Hamilton",8130000,62000000,5,8,7123241,5.75
"Detroit Pistons","2006-07","Hamilton, Richard",7,"2009-10","G-F","Richard Hamilton",9187500,62000000,6,8,7123241,5.75
"Detroit Pistons","2007-08","Hamilton, Richard",7,"2009-10","G","Richard Hamilton",9750000,62000000,7,8,7123241,5.75
"Detroit Pistons","2008-09","Hamilton, Richard",3,"2011-12","G","Richard Hamilton",10812500,34000000,8,8,7123241,5.75
"Golden State Warriors","2008-09","Hendrix, Richard",1,"2008-09","F","Richard Hendrix",442114,442114,1,1,442114,1
"New Jersey Nets","2001-02","Jefferson, Richard",4,"2004-05","F","Richard Jefferson",1379400,6720000,1,8,6689379,6.25
"New Jersey Nets","2002-03","Jefferson, Richard",4,"2003-04 (t)","F","Richard Jefferson",1482840,6720000,2,8,6689379,6.25
"New Jersey Nets","2003-04","Jefferson, Richard",4,"2004-05","F","Richard Jefferson",1586000,6720000,3,8,6689379,6.25
"New Jersey Nets","2004-05","Jefferson, Richard",10,"2009-10 (p)","G-F","Richard Jefferson",2266794,82700000,4,8,6689379,6.25
"New Jersey Nets","2005-06","Jefferson, Richard",10,"2009-10 (p)","F-G","Richard Jefferson",10200000,82700000,5,8,6689379,6.25
"New Jersey Nets","2006-07","Jefferson, Richard",6,"2010-11 (p)","F-G","Richard Jefferson",11200000,76000000,6,8,6689379,6.25
"New Jersey Nets","2007-08","Jefferson, Richard",6,"2010-11 (p)","SF","Richard Jefferson",12200000,76000000,7,8,6689379,6.25
"Milwaukee Bucks","2008-09","Jefferson, Richard",6,"2010-11 (p)","F","Richard Jefferson",13200000,76000000,8,8,6689379,6.25
"Seattle SuperSonics","2003-04","Frahm, Richie",1,"2003-04","G","Richie Frahm",366931,366931,1,4,457185.3,1
"Portland Trail Blazers","2004-05","Frahm, Richie",1,"2004-05","G","Richie Frahm",620046,620046,2,4,457185.3,1
"Houston Rockets","2005-06","Frahm, Richie",1,"2005-06","G","Richie Frahm",719373,719373,3,4,457185.3,1
